RowID,Nation,FIS code,Year,Time,Bib,Rank,Athlete,Event Name,Date,RaceID,FIS Points,Score,Cup Points
67,CZE,9150344,2006,,75,67,SONKA Antonin,European Cup Götschen (GER),2023-12-09,21616,"",33.03,""
68,CZE,9150345,2008,,85,68,MARES Filip,European Cup Götschen (GER),2023-12-09,21616,"",33.32,""
69,GER,9200234,2008,,84,"",SCHWERDT Samuel,European Cup Götschen (GER),2023-12-09,21616,"","",""
70,ITA,9290441,2004,,62,"",DORFMANN Simon,European Cup Götschen (GER),2023-12-09,21616,"","",""
1,GER,9205058,1996,,19,1,HOFMEISTER Ramona Theresia,European Cup Götschen (GER),2023-12-09,21615,360.00,55.68,100
2,AUT,9055101,2002,,30,2,WEIS Miriam,European Cup Götschen (GER),2023-12-09,21615,288.00,58.23,80
3,AUT,9055093,2001,,23,3,KAINZ Carmen,European Cup Götschen (GER),2023-12-09,21615,216.00,57.51,60
4,CHN,9125028,2001,,51,4,KONG Binbin,European Cup Götschen (GER),2023-12-09,21615,180.00,58.49,50
5,GER,9205050,1994,,20,5,LOCH Cheyenne,European Cup Götschen (GER),2023-12-09,21615,162.00,56.12,45
6,AUT,9055107,2003,,25,6,SCHOEFFMANN Pia,European Cup Götschen (GER),2023-12-09,21615,144.00,57.97,40
7,USA,9535569,2003,,24,7,PFLUM Iris,European Cup Götschen (GER),2023-12-09,21615,129.60,58.05,36
8,SUI,9515213,2004,,59,8,BAETSCHI Laila Ursina,European Cup Götschen (GER),2023-12-09,21615,115.20,58.42,32
9,JPN,9305427,2003,,27,9,MIKI Tsubaki,European Cup Götschen (GER),2023-12-09,21615,104.40,55.57,29
10,CAN,9105518,2005,,28,10,MOISAN Aurelie,European Cup Götschen (GER),2023-12-09,21615,93.60,56.08,26
11,GER,9205056,1996,,22,11,HOCHREITER Melanie,European Cup Götschen (GER),2023-12-09,21615,86.40,57.04,24
12,CHN,9125001,1998,,75,12,GONG Naiying,European Cup Götschen (GER),2023-12-09,21615,79.20,57.92,22
13,CAN,9105371,2000,,17,13,BUCK Kaylie,European Cup Götschen (GER),2023-12-09,21615,72.00,57.98,20
14,SUI,9515212,2003,,31,14,BAETSCHI Flurina Neva,European Cup Götschen (GER),2023-12-09,21615,64.80,58.14,18
15,SUI,9515196,2002,,38,15,HAUSER Ricarda,European Cup Götschen (GER),2023-12-09,21615,57.60,58.37,16
16,JPN,9305432,2003,,52,16,KANAZAWA Noa,European Cup Götschen (GER),2023-12-09,21615,54.00,58.44,15
17,SUI,9515236,2007,,26,17,VON SIEBENTHAL Xenia,European Cup Götschen (GER),2023-12-09,21615,50.40,58.57,14
18,ITA,9295158,2003,,21,18,FAVA Elisa,European Cup Götschen (GER),2023-12-09,21615,46.80,58.84,13
19,GER,9205104,2006,,35,19,JANSING Salome,European Cup Götschen (GER),2023-12-09,21615,43.20,58.88,12
20,GER,9205103,2006,,43,20,SCHEID Mathilda,European Cup Götschen (GER),2023-12-09,21615,39.60,58.97,11
21,AUT,9055118,2006,,46,21,GAMS Marie,European Cup Götschen (GER),2023-12-09,21615,36.00,59.05,10
22,POL,9435104,2006,,18,22,DAWIDEK Weronika,European Cup Götschen (GER),2023-12-09,21615,32.40,59.13,9
23,USA,9535431,1999,,29,23,KIZUKA Kaiya,European Cup Götschen (GER),2023-12-09,21615,28.80,59.33,8
24,AUT,9055100,2002,,45,24,PICHELKASTNER Jessica,European Cup Götschen (GER),2023-12-09,21615,25.20,59.53,7
25,POL,9435097,2004,,63,25,POLTORAK Karolina,European Cup Götschen (GER),2023-12-09,21615,21.60,1:00.04,6
26,CZE,9155071,2003,,44,26,SONKOVA Klara,European Cup Götschen (GER),2023-12-09,21615,18.00,1:00.33,5
27,UKR,9695036,2003,,32,27,HAPATYN Nadiia,European Cup Götschen (GER),2023-12-09,21615,16.20,1:00.35,4
28,ITA,9295234,2008,,80,28,CARNEVALI Giorgia,European Cup Götschen (GER),2023-12-09,21615,14.40,1:00.42,3
29,USA,9535531,2000,,37,29,BULLIS Alexa,European Cup Götschen (GER),2023-12-09,21615,12.96,1:00.73,2
30,CHN,9125009,1997,,36,30,DONG Xue,European Cup Götschen (GER),2023-12-09,21615,11.52,1:00.80,1
31,GER,9205100,2005,,64,31,BUCCIONI Aurelia,European Cup Götschen (GER),2023-12-09,21615,10.08,1:01.06,""
32,GER,9205112,2008,,78,32,JANSING Zoe,European Cup Götschen (GER),2023-12-09,21615,9.36,1:03.76,""
33,JPN,9305291,1996,,61,33,TOYODA Asa,European Cup Götschen (GER),2023-12-09,21615,8.64,29.98,""
34,GER,9205097,2005,,49,33,TANIGUCHI Yuna,European Cup Götschen (GER),2023-12-09,21615,8.64,29.98,""
35,JPN,9305265,1994,,33,35,KOSHISAKA Ayana,European Cup Götschen (GER),2023-12-09,21615,7.20,30.02,""
36,UKR,1699984,1997,,55,36,MALOVANNA Oleksandra,European Cup Götschen (GER),2023-12-09,21615,7.09,30.08,""
37,CHN,9125092,2004,,60,37,PANG Yu,European Cup Götschen (GER),2023-12-09,21615,6.98,30.23,""
38,CZE,9155052,1996,,65,38,HOUZVICKOVA Kristyna,European Cup Götschen (GER),2023-12-09,21615,6.88,30.24,""
39,GER,9205105,2006,,58,39,GUNKEL Hannah,European Cup Götschen (GER),2023-12-09,21615,6.77,30.29,""
40,CAN,9105317,1998,,40,40,VAN GRONINGEN Abby,European Cup Götschen (GER),2023-12-09,21615,6.66,30.39,""
41,ITA,9295211,2005,,71,41,RABANSER Sophie,European Cup Götschen (GER),2023-12-09,21615,6.55,30.41,""
42,JPN,9305461,2004,,39,42,OSHIMA Hinano,European Cup Götschen (GER),2023-12-09,21615,6.44,30.56,""
43,JPN,9305476,2005,,50,43,MAEDA Suzumi,European Cup Götschen (GER),2023-12-09,21615,6.34,30.62,""
44,POL,9435094,2004,,47,43,KACICZAK Olga,European Cup Götschen (GER),2023-12-09,21615,6.34,30.62,""
45,CZE,9155137,2007,,70,45,OTIPKOVA Hana,European Cup Götschen (GER),2023-12-09,21615,6.12,30.63,""
46,POL,9435100,2005,,56,46,ZAPALA Sonia,European Cup Götschen (GER),2023-12-09,21615,6.01,30.68,""
47,CZE,9155116,2006,,69,47,MARESOVA Emma Maya,European Cup Götschen (GER),2023-12-09,21615,5.90,31.04,""
48,ITA,9295182,2003,,48,48,VALLE Sofia,European Cup Götschen (GER),2023-12-09,21615,5.80,31.09,""
49,SUI,9515198,2002,,76,49,KLEESATTEL Eliane,European Cup Götschen (GER),2023-12-09,21615,5.69,31.12,""
50,ITA,9295224,2006,,74,50,MAMMONE Anna Victoria,European Cup Götschen (GER),2023-12-09,21615,5.58,31.35,""
51,POL,9435099,2004,,62,51,STOKLOSA Natalia,European Cup Götschen (GER),2023-12-09,21615,5.47,31.51,""
52,GER,9205106,2007,,77,52,REICHELMEIR Ina,European Cup Götschen (GER),2023-12-09,21615,5.36,31.65,""
53,ITA,9295178,2003,,73,53,BOSSA Rachele,European Cup Götschen (GER),2023-12-09,21615,5.26,32.25,""
54,POL,9435105,2006,,79,54,MICHURA Klaudia,European Cup Götschen (GER),2023-12-09,21615,5.15,32.83,""
55,CZE,9155098,2004,,67,55,ZVIRECI Jana,European Cup Götschen (GER),2023-12-09,21615,"",32.85,""
56,CZE,9155110,2006,,68,56,BIEGELOVA Sofie,European Cup Götschen (GER),2023-12-09,21615,"",32.86,""
57,JPN,9305438,2003,,72,57,IIOKA Maika,European Cup Götschen (GER),2023-12-09,21615,"",33.48,""
58,ITA,9295200,2004,,66,58,FACHIN Fabiana,European Cup Götschen (GER),2023-12-09,21615,"",33.71,""
59,KOR,9325092,2007,,81,59,CHO Sumin,European Cup Götschen (GER),2023-12-09,21615,"",45.10,""
60,CZE,9155107,2005,,34,"",KECLIKOVA Adela,European Cup Götschen (GER),2023-12-09,21615,"","",""
61,AUS,9045081,1997,,57,"",BONGIORNO Millie,European Cup Götschen (GER),2023-12-09,21615,"","",""
